Name,Value,Agility,Dribbling,Finishing,Shot power,Sprint speed,Interceptions,Marking
A. De Oliveira Maia,0.16,59,52,60,46,64,19,14
N. Batalla,0.16,71,61,59,58,75,46,42
D. Geiger,0.04,60,23,16,34,53,49,49
Y. Zummack,0.09,26,17,12,19,22,23,13
R. Feely,0.14,51,55,35,42,66,51,53
R. Scully,0.1,31,12,12,23,45,18,21
M. Wegmann,0.13,67,37,20,29,60,58,57
C. Rojas,0.14,62,55,56,58,73,32,19
H. Taylor,0.12,51,51,35,41,67,46,54
M. Díaz,0.08,27,5,6,24,20,7,5
C. Kenny,0.1,62,56,52,52,59,47,51
T. Al Khudair,0.09,59,50,52,53,34,42,48
Alan,0.16,45,57,60,56,66,12,20
S. Toufiqui,0.16,54,66,44,61,62,18,32
H. Cornick,0.16,67,59,52,66,78,23,26
M. Capitani,0.13,64,62,41,58,63,29,35
J. Hall,0.1,31,13,10,21,42,20,9
C. Ogbene,0.16,77,57,59,53,90,35,38
L. Lobjoit,0.14,68,54,53,50,71,32,38
J. Bachmann,0.1,33,27,21,41,45,52,57
R. Jurado,0.14,59,60,38,60,57,57,60
K. Chinen,0.13,76,55,58,60,76,12,12
N. Pejović,0.17,46,28,18,38,59,60,58
Y. Achter,0.15,70,66,41,53,66,23,26
Y. Bourhane,0.18,53,60,34,46,69,47,44
B. Igiehon,0.13,52,50,52,60,67,26,19
F. Di Mariano,0.13,59,61,52,50,59,30,32
B. Chapman,0.13,80,53,29,57,76,55,46
J. Williams,0.18,62,45,30,35,75,56,55
G. Bizzotto,0.15,70,55,60,53,74,16,18
G. Gerkondani,0.2,71,63,58,59,77,20,17
Spinola,0.13,68,55,37,59,78,46,36
D. Alessi,0.12,59,49,29,30,64,56,49
S. Brodersen,0.12,38,14,16,18,43,16,14
H. Valencia,0.2,77,57,52,53,69,21,16
H. Al Watyan,0.13,31,16,11,23,48,22,17
I. Samba,0.15,62,56,27,25,66,50,44
F. Dietz,0.19,57,40,60,59,54,12,10
P. Mullin,0.12,58,46,55,56,65,14,21
M. Beye,0.11,46,26,27,38,59,53,54
J. Jiménez,0.13,34,18,13,24,40,18,16
H. Campbell,0.14,39,18,12,17,46,18,15
I. Chicco,0.16,43,12,7,22,33,10,8
G. Poynton,0.14,66,54,50,52,63,49,51
H. Nakabayashi,0.05,23,10,8,19,26,16,25
Pedro Pacheco,0.18,68,29,25,37,46,54,54
J. Hunt,0.09,58,52,59,47,67,48,48
E. Balcombe,0.15,45,10,10,23,40,18,11
D. Pawłowski,0.13,58,55,53,55,69,55,51
C. Chettle,0.18,68,61,49,52,61,48,43
L. Rivas,0.2,81,58,49,52,85,22,33
M. Janssens,0.14,49,12,14,16,37,12,17
D. Rugašević,0.09,51,55,29,29,62,52,54
J. Hallahan,0.18,60,53,41,50,64,44,41
J. Cotterill,0.17,42,32,17,37,58,55,47
G. Pender,0.13,52,50,57,55,50,17,19
A. Fox,0.1,61,53,37,47,71,56,53
J. Taylor,0.19,71,57,44,52,73,29,46
R. Velazco,0.13,61,52,55,60,75,36,15
R. Takano,0.09,66,42,29,44,70,48,52
J. Díaz,0.15,47,29,27,43,58,51,50
A. Samuel,0.16,62,53,56,53,73,17,21
T. Elsebutangen,0.2,61,49,59,50,76,19,14
K. Rozo,0.13,75,53,40,49,68,57,33
B. Mugabi,0.14,46,23,18,38,53,54,51
M. Al Mutlaq,0.17,68,56,41,47,74,51,54
S. McMann,0.18,65,59,32,31,51,56,58
J. Stingl,0.14,60,55,32,60,63,49,54
S. Grønning,0.15,71,54,56,55,76,12,11
N. Awuku,0.18,64,52,58,55,68,13,19
R. Watanabe,0.2,77,67,48,50,69,30,21
E. Embleton,0.18,59,54,42,62,59,49,49
A. Basuljevic,0.14,60,54,39,59,64,46,42
D. Stückler,0.2,62,57,56,58,73,40,18
N. Giménez,0.14,58,53,56,57,71,51,51
D. Deakin,0.13,60,56,46,63,73,42,38
F. Karatas,0.19,59,53,40,52,58,41,35
D. Petravičius,0.13,75,57,37,55,80,41,35
C. Rose,0.13,63,37,19,35,58,49,51
M. Ludwig,0.15,66,51,55,62,69,30,26
R. Clarke,0.12,46,24,19,38,78,56,50
S. Wright,0.17,72,62,55,54,77,23,24
J. Sbarra,0.18,65,58,62,56,60,45,47
C. Gallagher,0.08,44,12,17,19,40,20,15
W. Sasaki,0.15,70,55,52,51,74,44,41
Eun Seong Soo,0.11,57,47,47,63,53,53,42
L. Rogerson,0.16,82,62,51,52,75,49,37
S. Parlati,0.16,70,56,31,54,68,40,47
J. Ramos,0.12,62,52,29,30,59,54,61
J. Rikemberg,0.19,72,62,53,58,68,17,16
L. Grabovac,0.19,75,66,52,57,71,16,19
M. Currarino,0.12,53,56,62,54,66,16,16
N. Lemaître,0.13,24,20,17,23,32,24,14
L. Conlan,0.1,58,53,28,40,66,46,58
D. Grange,0.13,22,7,4,25,21,7,5
S. Ruiz,0.17,63,49,31,31,71,62,50
T. Attis,0.18,58,47,58,54,60,15,18
D. Conroy,0.14,45,36,16,40,51,51,55
K. Jackson,0.13,71,48,56,55,92,23,25
M. Al Huthaifi,0.16,58,57,62,47,69,22,23
A. Ranieri,0.17,50,67,60,55,50,25,27
J. Kanayama,0.06,33,10,7,17,17,7,5
S. Patton,0.09,38,16,17,19,51,16,18
W. Brown,0.01,31,19,11,16,22,23,12
M. Munetsi,0.13,52,46,31,52,62,36,66
O. Albayrak,0.13,61,55,54,60,70,32,34
B. Lerch,0.11,34,11,9,21,51,21,13
J. Gabriel,0.17,70,61,27,32,78,45,43
G. Cundle,0.16,51,50,52,51,69,30,36
K. Martin,0.12,37,9,8,22,44,22,9
K. Fukai,0.11,51,49,36,52,49,45,52
H. Benkaïd,0.09,61,62,56,60,62,28,41
L. Kosakiewicz,0.1,55,58,34,52,66,49,32
N. Benavidez,0.09,81,46,29,22,72,51,59
A. Verdugo,0.15,55,55,36,55,65,52,47
Z. Messoudi,0.13,70,59,41,48,68,42,40
A. Eichhorn,0.11,83,46,21,41,69,49,54
M. Wood,0.17,54,51,47,51,59,56,55
B. Colula,0.13,64,58,28,49,55,55,54
F. Schubert,0.14,58,48,57,53,63,30,19
J. Turley,0.08,60,35,34,33,56,50,56
N. Boyle,0.14,60,53,55,48,87,13,20
D. Zieliński,0.13,60,61,50,45,66,34,30
C. Libertiaux,0.12,24,12,7,18,21,14,13
D. Pipe,0.03,53,45,21,36,59,31,52
K. Ichimi,0.2,46,51,63,43,75,32,29
C. Egbuchulam,0.12,54,63,62,62,63,12,16
M. Schevenels,0.15,35,6,6,17,17,6,8
J. Baraye,0.14,62,50,39,51,76,50,51
J. Lotomba,0.2,72,58,44,57,77,26,23
P. Dárdai,0.19,68,57,54,52,69,21,31
O. Ba,0.12,49,28,23,36,58,55,51
O. Tejeda,0.09,61,57,57,52,55,42,33
H. Gunnlaugsson,0.13,78,64,45,49,69,21,25
Y. Uekusa,0.04,61,13,16,40,60,16,22
H. Monaghan,0.13,54,56,52,50,58,54,53
K. Oshima,0.16,77,55,60,44,76,12,12
J. Holland,0.13,58,57,44,59,67,33,41
J. Bataille,0.19,67,59,44,55,63,25,17
A. Accardi,0.11,46,36,30,58,61,51,53
M. Agaronyan,0.19,61,64,51,54,75,13,23
P. Petlach,0.17,42,27,18,38,64,56,57
L. Malagón,0.13,21,8,9,24,24,13,5
S. Takahashi,0.1,45,25,23,38,65,57,57
M. Yamada,0.11,63,31,30,38,70,54,50
T. Tarcan,0.14,74,65,47,58,54,25,19
B. Jacobsen,0.12,58,60,40,50,61,48,53
M. Veenhoven,0.12,53,55,37,64,68,48,48
M. Al Olayan,0.11,65,62,41,53,66,42,48
Y. Vandersmissen,0.13,57,43,22,33,54,55,55
J. Edwards,0.2,75,52,61,55,80,20,12
R. Normatov,0.17,52,66,34,34,59,51,52
V. Aleynikov,0.1,65,55,50,55,50,55,58
A. Osipov,0.17,45,34,21,44,61,51,54
T. Sibbick,0.13,58,50,24,38,72,48,56
J. Bonner,0.11,82,60,40,50,52,43,31
D. Breitfelder,0.15,58,48,61,53,56,28,22
A. Birch,0.11,59,56,30,41,63,56,52
M. Qvist,0.1,37,59,28,42,65,52,57
S. Griffin,0.12,72,52,32,28,76,50,57
D. Zanatta,0.2,68,62,53,55,72,23,29
O. Iyoha,0.18,60,35,24,39,54,51,56
T. Te Duits,0.15,29,12,9,20,24,11,6
O. Abildgaard,0.14,68,48,32,50,56,48,42
M. Miño,0.16,38,5,8,23,17,9,7
G. Blackwood,0.15,62,56,57,56,73,17,19
C. Lokolingoy,0.2,72,54,55,55,88,18,17
A. Reid,0.14,86,58,58,54,67,11,18
M. Asiri,0.08,43,12,15,17,39,12,16
J. Kaye,0.14,51,50,58,49,53,21,19
M. İnan,0.18,56,54,33,67,63,44,47
M. Iliadis,0.11,38,13,6,21,24,8,5
E. Ngassaki Ndongo,0.14,72,52,59,55,71,10,14
J. Laurent,0.14,61,59,58,55,74,24,39
S. Aw,0.17,56,51,23,31,77,47,44
J. Soltvedt,0.13,57,56,50,60,69,46,40
Kim Tae Ho,0.09,32,16,14,22,48,16,15
F. Antúnez,0.19,66,55,55,58,71,18,14
J. Orobio,0.13,25,10,7,20,16,14,5
T. Abdullah,0.14,57,52,28,28,71,49,60
M. Okino,0.2,86,45,49,60,76,24,20
E. Sánchez,0.14,62,62,53,62,60,27,35
M. Hollingsworth,0.12,65,53,57,60,73,50,56
A. Fagerström,0.08,42,8,10,16,36,16,8
J. Masson,0.18,44,49,31,44,62,56,54
T. Christensen,0.16,81,65,53,49,71,32,31
M. Pedersen,0.09,59,59,31,42,78,52,52
W. Al Enazi,0.11,35,7,8,22,44,10,7
A. Bolivar,0.12,54,53,37,55,61,51,48
C. Randall,0.18,34,58,44,49,61,54,49
V. Jovic,0.16,33,14,13,22,40,17,13
N. Rodes,0.14,55,44,26,53,59,48,57
R. Nicolaisen,0.18,44,26,17,35,64,52,45
M. Kryeziu,0.14,58,28,21,23,41,60,53
M. Bola,0.14,59,63,21,23,70,52,59
A. Lazutkin,0.13,79,26,29,38,51,51,57
M. Place,0.16,64,57,52,48,71,28,36
M. Gibbs-White,0.2,63,66,45,44,66,41,49
A. Maikkula,0.13,73,46,23,38,75,50,56
A. Al Salman,0.12,66,60,41,52,72,17,23
C. Martin,0.14,71,56,50,46,64,28,43
R. Currie,0.2,53,52,62,55,74,11,11
E. Kaja,0.14,68,57,50,46,74,25,39
M. Candlin,0.18,69,43,57,58,75,13,14
K. Michalak,0.19,64,56,44,44,74,30,41
M. Jakoliš,0.16,71,57,58,55,67,12,14
D. Ogawa,0.09,70,52,25,24,67,52,45
J. Sievers,0.11,42,11,12,34,45,14,5
T. Paterok,0.09,39,19,13,27,34,15,15
J. Brown,0.17,63,50,23,42,69,51,52
M. Bersano,0.09,52,16,12,22,38,24,11
D. Lemus,0.15,63,46,24,22,72,57,49
T. Ominami,0.17,51,27,24,29,83,52,50
D. Coyne,0.01,48,20,11,21,33,22,20
S. Grimes,0.06,42,44,37,53,48,53,56
E. Eikeng,0.13,70,55,40,60,78,40,40
J. Holmes,0.16,40,12,8,17,26,9,9
N. Hunziker,0.17,56,50,63,53,52,18,15
F. Glim,0.13,64,55,35,56,65,43,33
D. Mushitu,0.18,73,52,56,46,72,26,11
D. Wynne,0.0,54,58,24,23,75,49,59
J. Barjonas,0.18,63,58,30,54,55,42,45
M. Krüger,0.14,53,52,40,45,60,54,51
J. Tibbetts,0.11,38,9,5,27,28,10,5
M. Rafique,0.0,74,54,45,52,67,41,42
R. Balanta,0.12,60,53,56,60,68,14,13
C. Borchgrevink,0.14,58,52,30,34,66,48,46
B. Clayton,0.15,60,53,57,53,63,22,21
Choe Song Hyok,0.19,57,59,52,68,64,18,18
R. Lovett,0.12,48,7,6,18,30,8,9
I. Camara,0.12,66,53,56,52,60,28,29
P. Fritsch,0.16,65,39,30,47,52,52,51
M. Żebrakowski,0.2,45,45,58,50,41,32,25
F. Ravaglia,0.14,41,9,6,18,39,10,6
Herson Alves,0.15,57,51,61,52,71,12,19
J. Ferry,0.19,66,54,39,56,63,29,36
T. Whitehead,0.1,65,43,33,48,54,55,55
S. Hawsawi,0.1,47,45,35,47,50,53,51
K. Ishihara,0.03,65,56,52,53,38,51,49
L. Rowe,0.18,45,52,58,53,49,22,26
A. Ramalingom,0.12,56,51,63,51,51,17,11
T. Byrne,0.16,69,55,56,52,70,20,18
F. Serena,0.17,68,46,37,52,62,45,49
P. Pannier,0.16,66,52,35,60,60,41,32
Hwang In Hyeok,0.11,45,24,24,42,55,48,54
J. Bergman,0.11,57,52,31,35,61,55,51
T. Campanini,0.1,54,52,32,45,55,55,58
J. McKeown,0.07,40,13,11,20,48,19,11
R. Kling,0.12,64,54,51,53,64,51,52
J. Hoekstra,0.15,37,10,8,19,22,12,5
B. Al Nakhli,0.09,65,57,32,46,74,37,33
A. Al Meshaweh,0.11,38,16,16,16,42,22,13
N. Barona,0.17,72,54,46,55,78,17,21
O. Kindlund,0.13,62,58,44,52,66,54,35
J. Hyland,0.13,64,53,54,53,62,56,51
A. Agouda,0.18,69,45,57,47,73,16,19
G. Fanucchi,0.15,58,59,45,51,64,21,31
A. Ba,0.16,51,52,32,51,60,52,55
K. Twardek,0.15,57,56,43,55,69,42,38
Jeong Ho Min,0.11,44,40,32,36,48,56,57
A. George,0.13,74,52,27,47,75,40,39
C. Mosquera,0.09,25,11,6,24,22,8,5
C. Tovar,0.17,46,22,20,38,66,54,53
M. Asiri,0.1,42,26,19,39,62,46,52
A. Al Assiri,0.07,57,52,25,22,66,53,48
M. Phillips,0.17,59,46,34,52,61,48,52
D. Mulcahy,0.01,38,43,35,56,30,52,52
V. Ocampo,0.11,67,38,15,34,60,57,53
F. Shomotun,0.16,78,63,39,42,77,23,22
K. Krasniqi,0.13,73,51,44,51,68,50,47
K. Farragher,0.1,39,28,23,36,41,51,53
R. MacLean,0.15,59,58,51,53,71,21,23
G. Taipi,0.12,72,57,43,57,64,27,33
F. Wadja,0.12,52,45,31,51,67,60,62
Y. De Nayer,0.15,39,5,7,18,19,14,8
D. Feka,0.14,73,58,37,44,66,50,52
R. Meraz,0.16,34,60,37,58,51,53,54
M. Karaahmet,0.18,74,61,58,55,66,25,17
R. Bennett,0.11,52,49,62,52,56,19,20
Y. Nogami,0.09,52,45,22,39,62,46,49
G. Koyalipou,0.18,59,51,55,48,63,22,14
J. Hanson,0.17,63,51,31,29,86,53,51
T. Deters,0.12,79,49,28,47,66,47,37
A. Dannah,0.12,52,25,23,30,56,51,52
L. White,0.18,63,60,47,53,78,27,24
M. Kanabah,0.12,60,57,40,45,61,42,32
S. Kanazawa,0.04,66,59,45,67,42,47,52
M. Varnier,0.13,49,28,29,38,67,58,48
K. Wakasugi,0.13,77,61,44,49,67,28,21
L. Taurino,0.12,89,61,44,54,76,24,35
M. Barker,0.1,62,52,44,47,60,45,51
J. Osborne,0.12,57,55,50,52,64,42,48
J. Lindström,0.1,63,57,29,31,60,46,53
F. Gürden,0.16,53,53,36,56,55,50,46
D. Dennehy,0.07,30,22,22,45,41,52,53
B. Bronico,0.12,53,55,53,53,55,23,39
A. Hartigan,0.17,60,54,54,54,70,30,48
M. Aebischer,0.15,52,50,49,51,47,48,46
N. Maeda,0.12,56,47,51,51,69,11,13
S. Clare,0.19,64,52,39,54,65,29,38
S. Tarolli,0.11,36,8,8,25,16,7,8
A. Favalli,0.1,60,44,30,36,49,58,55
K. Davies,0.18,49,28,18,31,51,42,55
N. Milosavljevic,0.19,53,59,37,52,64,30,35
A. Simpson,0.11,77,61,24,56,81,48,39
J. Brown,0.17,53,59,48,55,60,24,39
E. Sabbi,0.14,58,57,55,51,86,17,14
L. Ellington,0.15,59,48,57,52,76,27,26
D. Bock,0.13,68,62,49,55,72,40,32
L. Zaragoza,0.14,57,57,64,73,61,26,27
C. Cooke,0.19,68,53,52,49,58,18,15
M. Leacock-McLeod,0.19,71,61,50,57,74,18,25
F. Bolkiah,0.19,73,62,43,40,73,23,18
H. Ishikawa,0.12,69,57,47,56,66,21,32
E. Selen,0.11,60,12,10,18,38,8,8
Y. Gómez,0.14,37,6,10,22,26,11,6
G. Boylan,0.11,50,44,26,41,62,52,56
F. Myhre,0.18,59,55,32,51,50,55,45
N. Bustos,0.18,71,57,60,56,75,13,15
A. Pinga,0.16,58,46,53,55,54,12,19
C. Greger,0.13,49,22,22,38,53,50,52
F. Bin Munyif,0.09,70,54,54,54,69,51,52
D. Araki,0.11,64,55,43,65,77,56,51
H. Takimoto,0.16,22,8,9,16,24,16,5
R. Uehara,0.19,60,58,43,51,82,20,21
P. Vagic,0.18,63,60,48,46,74,24,23
R. Piscitelli,0.1,36,10,6,25,17,11,9
A. Al Mutairi,0.14,75,58,49,54,84,16,25
A. Djaló,0.1,72,57,50,53,61,54,32
J. Lewis,0.17,74,60,48,54,75,54,46
O. Bugiel,0.13,54,51,55,54,62,11,12
S. Singh,0.0,54,61,66,75,73,18,19
A. Edathodika,0.0,56,52,22,27,64,50,53
S. Mullings,0.13,53,47,54,58,57,17,22
D. Atoiyi,0.15,52,48,31,58,75,60,49
M. Kavdanski,0.07,49,29,17,35,55,53,51
K. Hay,0.16,48,31,19,35,55,55,50
K. Nissen,0.15,59,47,63,52,52,13,20
B. Doherty,0.18,55,54,42,49,81,44,43
A. Al Shehri,0.13,76,61,54,55,72,26,16
J. Eastwood,0.16,52,14,11,20,35,11,13
M. Thalhammer,0.19,50,50,30,56,52,53,35
J. Brimmer,0.19,54,57,34,54,68,42,46
V. Yaroshenko,0.14,81,51,44,54,61,23,42
N. Al Mutairi,0.09,61,56,45,49,66,19,16
A. Adamov,0.16,60,66,32,28,57,59,47
A. Militari,0.18,53,55,53,50,56,52,54
T. Smith,0.18,74,63,54,58,82,15,11
S. Naruoka,0.05,82,53,48,55,43,23,25
D. Wishart,0.09,56,53,20,26,65,53,54
J. Walker,0.01,53,11,12,22,35,17,11
A. Byrne,0.1,61,49,35,39,49,52,55
R. Purdy,0.13,66,56,49,48,58,61,54
K. Kakoi,0.07,47,14,15,24,53,15,17
A. Henger,0.14,32,17,19,18,46,21,15
K. McIntosh,0.09,39,16,16,34,41,30,17
W. Graham,0.18,54,42,61,53,65,17,12
A. Argýris,0.1,52,49,28,53,62,51,47
N. Baden Frederiksen,0.15,65,49,57,51,69,17,18
L. Mulazzi,0.16,44,31,21,44,52,53,50
F. Rohner,0.18,57,57,38,37,66,19,36
A. Alesevic,0.1,35,24,27,38,68,51,48
P. Magnon,0.16,57,62,38,55,58,18,23
Marcos Lavín,0.12,26,7,8,24,31,12,5
P. Lewis,0.11,66,52,50,46,71,51,46
J. Williams,0.17,58,56,27,43,70,48,53
W. Randall,0.19,73,54,44,51,75,28,34
P. Omombe,0.12,74,60,55,63,73,22,28
A. Alkhaibari,0.13,59,48,31,52,67,56,48
M. Battistoni,0.11,59,51,29,45,62,43,52
K. Lynge,0.11,59,53,58,54,63,17,12
C. Kahraman,0.18,75,58,46,53,69,49,49
K. Chorążka,0.15,33,5,9,23,15,7,9
A. Edwards,0.15,64,57,33,40,71,54,53
M. Ludden,0.08,52,51,27,51,66,54,52
F. Ross,0.19,71,57,32,28,70,49,43
R. Boot,0.11,61,15,12,14,56,27,22
J. Moder,0.18,62,53,38,59,58,41,45
C. Senior,0.16,62,58,49,51,82,23,25
K. Muskwe,0.19,72,54,57,50,76,19,15
J. Nuttall,0.2,48,39,58,51,63,24,25
A. Palmer,0.11,34,21,14,21,37,9,14
S. Hernández,0.14,26,10,9,19,29,17,5
N. Ishikawa,0.03,70,54,51,53,45,55,39
R. Fitzsimons,0.11,38,14,14,22,27,19,18
K. Kearney,0.16,45,28,19,39,61,47,52
C. Winn,0.08,54,15,14,22,46,12,18
J. Ritter,0.12,80,61,52,54,70,41,43
A. Kapp,0.1,45,21,15,24,36,19,15
H. Kalala,0.14,54,49,44,58,66,49,49
T. Haraldsson,0.15,70,55,57,48,72,17,12
Jordi Ortega,0.15,63,59,32,47,69,43,43
D. McNulty,0.09,53,40,23,45,53,57,57
J. Bennett,0.12,80,61,28,28,88,51,44
J. Meza,0.12,62,55,32,62,58,46,42
F. Urraburo,0.08,16,11,11,20,19,10,15
M. Allan,0.1,40,28,23,41,63,56,53
T. Tanaka,0.19,55,48,31,51,82,47,42
H. Fukushima,0.09,57,18,17,33,39,27,15
S. Rengifo,0.11,50,48,34,44,61,60,53
S. Tuton,0.11,56,49,57,50,82,16,11
O. Brennan,0.12,65,50,46,55,53,51,53
C. Huérfano,0.13,73,63,41,47,68,23,27
F. Sule,0.13,55,45,33,45,45,53,55
Yun Pyeong Gook,0.08,32,12,16,23,49,24,17
R. Guitane,0.2,81,60,45,53,74,26,41
Robert Sanchez,0.16,31,13,14,27,41,8,16
S. Kinsella,0.16,54,57,53,59,62,23,28
S. Tracy,0.07,59,51,48,56,45,52,55
Ahn Sang Min,0.13,72,59,45,45,69,29,38
H. Noda,0.17,43,28,21,45,70,46,61
A. Qollaku,0.13,58,50,31,27,76,57,46
S. Sissoko,0.16,58,51,31,40,61,52,49
J. Ponticelli,0.18,62,42,62,56,76,11,17
P. Pusic,0.18,75,47,30,45,59,49,52
N. Berchtold,0.16,32,13,9,17,29,13,9
Y. Tatsuta,0.17,67,59,22,31,64,45,51
D. Oko,0.13,49,27,18,35,37,52,52
J. Lundberg,0.13,65,56,57,58,58,16,18
M. Attiyah,0.12,75,48,65,49,64,19,12
K. Gordon,0.19,65,54,58,48,70,26,29
C. Oduor,0.2,55,53,37,51,66,45,36
M. Cassara,0.08,26,6,8,23,27,13,6
L. Bruno,0.13,53,53,24,25,54,56,58
C. Deasy,0.13,67,55,25,35,70,46,54
M. Biamou,0.11,55,45,59,59,77,17,18
L. Davies,0.16,63,53,27,26,74,55,49
K. Finn,0.18,80,59,46,46,77,22,20
P. Rooney,0.12,57,48,23,44,62,53,55
J. Earing,0.18,60,52,45,55,69,23,37
R. Buchanan,0.13,67,55,55,50,64,16,15
B. Banda,0.15,65,57,55,55,74,11,10
M. Nanizayamo,0.14,37,30,23,33,54,49,49
A. Fukumori,0.1,59,46,41,49,61,48,57
A. Ajdarević,0.13,78,63,42,46,71,16,18
V. Venditti,0.14,29,13,8,23,33,5,8
C. Vernam,0.2,80,55,60,44,77,23,16
Kim Jong Seok,0.14,50,57,58,52,67,17,14
B. Sowe,0.11,48,27,19,37,53,48,55
E. Sivertsen,0.09,59,50,29,42,58,56,55
J. Bruhns,0.11,51,9,9,21,47,16,9
P. Kapp,0.14,39,25,21,33,72,56,49
S. Spahiu,0.17,60,55,41,52,62,56,51
A. Galens,0.16,28,9,6,17,18,13,7
A. Bonilla,0.15,58,51,34,52,62,53,52
M. Hoxha,0.18,56,58,38,46,57,24,39
K. Tanno,0.05,29,11,8,23,23,12,8
R. Al Mousa,0.13,61,54,43,49,57,44,55
R. Sallinger,0.13,39,19,12,19,40,19,10
Ahn Joon Soo,0.16,35,14,8,22,26,13,7
T. Torske,0.03,54,51,54,44,56,54,54
L. Mfeka,0.13,52,51,40,59,77,38,31
C. Paez,0.17,42,29,28,51,69,60,52
I. Varone,0.11,61,59,40,59,65,22,39
D. Vambolt,0.09,33,21,10,35,34,8,12
A. Al Amri,0.09,37,8,9,22,17,8,7
D. Doronin,0.15,51,51,34,60,62,47,42
G. Jarl,0.1,62,51,30,53,74,46,46
L. Gallagher,0.11,60,53,43,58,57,53,48
E. Race,0.18,63,54,28,26,51,53,54
E. Pierce,0.18,53,55,54,60,54,21,21
M. Adamonis,0.16,34,11,8,17,20,9,6
C. Olesen,0.17,69,58,54,58,75,40,24
S. Nombe,0.15,66,55,59,54,71,15,16
H. Rodgers,0.15,53,47,28,41,55,56,54
S. Russell,0.12,60,56,53,60,62,43,47
P. Cunningham,0.15,76,47,55,50,71,17,13
W. Shorrock,0.18,77,52,42,51,75,26,32
F. Asmar,0.16,63,49,30,26,72,59,45
S. Kenny,0.12,66,55,53,48,70,27,28
S. Tonks,0.16,72,46,24,47,72,52,47
A. Al Sharid,0.11,58,60,56,46,57,43,44
A. Connolly,0.18,58,51,59,55,71,16,16
S. Rowley,0.13,31,16,15,17,42,22,16
C. Haas,0.08,29,10,6,20,27,6,5
I. Shinozuka,0.14,67,57,55,48,61,11,15
I. Boye,0.16,61,48,55,62,75,18,15
A. Ba,0.14,58,52,59,62,57,19,13
O. Evans,0.16,40,16,11,18,40,6,14
D. Jubitana,0.17,68,58,45,59,68,36,38
T. Mauer,0.15,83,55,58,49,82,19,14
B. Hanlan,0.2,57,57,58,60,75,22,31
J. Gordon,0.15,79,59,57,53,76,20,12
H. Cardwell,0.2,57,49,57,55,72,19,14
M. Brændsrød,0.15,80,58,49,50,82,37,43
H. Donovan,0.15,71,53,40,54,66,44,44
J. Ashby,0.19,71,56,45,54,64,47,42
R. Kanach,0.16,56,48,21,51,44,54,52
A. Sidenko,0.12,58,57,38,61,53,39,47
B. Crowley,0.13,56,52,58,47,74,12,19
I. Turner,0.09,70,55,43,55,62,47,49
A. Wan-Bissaka,0.19,75,59,46,51,72,26,26
A. Avdijaj,0.13,62,47,60,49,50,24,27
H. Douglas,0.1,51,51,45,50,64,55,55
H. Castegren,0.13,41,27,19,42,65,52,58
C. Cockerill-Mollett,0.16,67,54,29,49,74,50,49
D. Hadzikadunić,0.14,55,34,19,38,59,50,55
I. Angulo,0.15,72,51,47,47,87,43,28
J. Rankin-Costello,0.13,55,56,53,50,65,19,27
E. Durmaz,0.11,53,57,48,53,61,28,21
M. Haarup,0.11,64,53,33,32,83,45,44
E. Sousa,0.1,61,46,45,57,61,43,43
N. Perry,0.1,54,59,46,50,62,18,22
L. Sahlin,0.1,55,27,18,24,58,50,53
Kim Dong Su,0.09,47,32,14,27,49,59,51
A. Linnér,0.1,55,51,53,47,78,11,19
I. Keita,0.15,51,50,50,42,76,11,18
I. Meite,0.13,59,49,59,54,56,11,16
J. Al Dossary,0.08,61,46,21,35,55,45,50
A. Campbell,0.13,61,54,43,55,66,38,50
D. Nussbaumer,0.11,68,51,30,59,62,48,45
M. Roseth,0.13,65,35,25,34,67,56,54
T. Holland,0.12,31,11,15,23,48,21,13
T. Akinola,0.09,48,29,21,27,63,52,53
K. Peda,0.1,59,59,41,52,63,27,33
B. Lucumí,0.08,77,41,33,71,65,53,48
M. Bower,0.1,42,26,18,43,53,52,53
E. Botheim,0.14,63,49,58,46,61,15,20
B. Warland,0.1,54,28,22,32,65,42,57
A. Morley,0.13,72,52,49,56,60,30,35
A. Wichne,0.11,31,13,19,21,44,0,12
J. McAtee,0.14,74,57,54,54,72,23,24
R. Coulter,0.06,42,12,13,20,36,26,5
E. Grimes,0.08,33,14,20,25,40,21,13
E. Benedettini,0.07,22,10,6,25,26,6,9
M. Kempter,0.09,55,54,29,25,57,52,53
J. Reiners,0.15,81,58,55,40,82,19,21
R. Strechie,0.11,63,51,34,52,61,49,48
R. Nabi,0.1,51,53,43,51,63,47,41
K. Nisbet,0.15,70,49,51,55,74,51,49
D. Jørgensen,0.08,51,22,22,12,57,40,62
M. Thiele,0.14,73,49,41,41,66,27,34
Kim Jeong Hyeon,0.09,53,52,44,46,51,54,54
J. Capacho,0.13,72,46,56,42,69,14,15
S. Dunne,0.09,58,50,43,50,61,45,55
D. Sato,0.09,78,55,34,20,52,47,48
T. Oya,0.05,64,48,46,55,57,58,37
C. Kane,0.13,75,57,30,33,78,50,51
L. Pintor,0.15,70,61,60,57,68,14,11
J. Turner,0.13,22,7,5,20,29,11,9
S. Koné,0.1,53,33,19,63,65,54,51
M. Johannsen,0.07,58,47,34,28,58,45,52
S. Jonovic,0.09,41,24,24,38,57,55,51
C. Thomson,0.11,61,53,37,50,63,53,46
K. Ahmadi,0.1,59,54,46,59,67,30,22
