Name,Age,Preferred Positions,CB,LCB,RCB,LB,RB,LWB,RWB,CDM,LDM,RDM,CM,LCM,RCM,LM,RM,CAM,LAM,RAM,LW,RW,LF,RF,LS,RS,CF,ST,Rango edad,GK
V. Cabezas,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,51.6
N. Al Anazi,28,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,51.4
R. Miura,25,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,52.2
R. Díaz,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,53.4
D. Borsellini,18,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,53.8
R. Schofield,17,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,51.2
H. Fossdal,18,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,50.4
T. Lijour,18,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,53.8
Lee Hyun Woo,23,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,52.4
C. Burns,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,51.8
J. Ngongo,23,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,51.2
I. Ünal,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,51.8
T. Takagiwa,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,54.6
S. Sødergren,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,52.8
Lee Yun Oh,18,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,54.4
M. Urwin,23,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,52.4
L. Coddington,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,52.6
J. McGuire,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,55.0
B. House,18,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,53.2
G. Vicario,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,51.8
L. Williams,18,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,51.8
N. Hatta,31,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,51.2
D. Vásquez,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,53.8
V. De Lucia,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,52.0
A. Yiğiter,17,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,53.4
L. Steacy,24,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,53.2
N. Vidal,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,52.8
J. Dakir,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,51.6
T. Brinkmann,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,53.6
G. Nyberg,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,53.2
A. Singh,24,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,51.2
S. Schmidt,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,51.6
O. Snorre,18,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,51.4
M. Turner,23,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,54.0
H. Abdulmajeed,23,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,51.2
M. Yıldız,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,49.6
S. Gessl,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,50.6
B. Schipmann,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,52.2
A. Weidinger,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,53.2
M. Cooper,17,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,51.4
A. Suzuki,30,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,53.6
A. Gilardi,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,51.8
C. Sparrow,23,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,53.0
A. Rivero,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,51.4
A. Smith,24,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,50.4
G. Kawanami,26,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,52.0
J. Freitag,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,53.0
G. Harada,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,52.0
A. Wilk,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,51.2
R. Robitsch,27,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,50.2
A. Maynard-Brewer,18,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,51.6
A. Kappenberger,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,50.8
D. Thürkauf,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,52.6
J. Muñoz,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,52.2
O. Hedvall,18,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,51.0
K. Humeler,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,52.6
N. Jørgensen,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,52.0
T. Omenås,25,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,51.2
G. Meli,18,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,53.2
Y. Nishibe,36,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,52.8
M. Boney,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,49.8
Y. Al Sayyah,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,51.8
M. Hudson,18,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,50.2
H. Hawsawi,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,52.4
F. Hornung,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,51.4
A. Whiteman,18,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,51.6
A. Al Basisi,39,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,52.0
D. Agamez,18,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,54.2
P. Jennings,37,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,51.0
R. Watson,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,50.2
P. Born,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,51.0
A. André Jr,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,53.4
Hugo,23,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,50.8
S. Tsuji,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,52.0
N. Schmid,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,51.6
J. Dorangeon,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,50.4
H. Pickering,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,52.2
M. Agboola,18,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,51.8
L. Dias,18,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,50.4
J. Knoll,17,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,51.4
T. Saloni,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,50.8
W. Jääskeläinen,18,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,49.8
A. Viscovo,18,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,52.0
A. Romero,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,51.2
K. Al Mozaibri,26,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,52.2
E. Alarcón,24,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,51.8
J. Pryts Larsen,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,51.4
H. González,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,51.8
G. Chande,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,49.8
J. Delianov,17,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,52.4
L. Clayton,17,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,52.8
D. Craddock,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,50.8
T. McDermott,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,51.2
R. Diaz,25,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,50.2
K. Nasurov,17,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,51.4
K. Tokushige,33,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,50.4
F. Cuevas,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,52.8
J. Sims,17,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,50.4
O. Byrne,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,51.2
E. Ross,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,49.6
J. Walton,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,48.0
S. Hornby,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,49.6
M. Iversen,18,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,48.8
Park Hyeong Min,23,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,51.2
D. Maekawa,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,49.2
D. Sweeney,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,50.6
F. Al Johani,24,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,49.4
N. Krucker,18,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,51.8
K. Kurek,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,48.8
J. Tierney,18,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,50.0
D. Adamov,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,51.0
E. McGinty,17,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,48.8
M. Hamrol,23,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,51.0
F. Nørgaard,18,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,51.2
M. Zamora,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,48.8
L. Wackerle,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,51.2
C. Roberts,17,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,50.6
D. Berchtold,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,49.2
J. García,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,50.6
N. Mantl,17,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,50.4
J. Granlund,17,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,49.4
D. Jamieson,26,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,51.0
B. Kelly,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,49.4
M. Bobjerg,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,49.8
R. Pasquel,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,50.0
L. Tigges,18,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,49.0
S. Więckowicz,17,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,50.8
M. Bacon,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,49.0
C. Veloz,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,48.4
N. Maher,18,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,50.0
T. Trueba,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,48.8
N. Bishop,17,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,51.2
M. Al Baqawi,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,48.8
A. Giacomel,18,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,49.8
K. Tomasik,17,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,49.8
V. Paillon,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,50.0
T. McCarron,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,49.8
W. Henry,18,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,47.8
D. Mackay,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,48.2
K. Horgan,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,46.8
V. Soromytko,22,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo potencial,48.6
A. Corasaniti,18,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,48.6
M. Cerofolini,18,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,48.4
A. Dillon,20,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,48.2
M. McElhinney,19,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,48.2
M. Hurst,21,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,47.8
A. Kelsey,17,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Joven promesa,46.4
B. Richardson,47,GK ,,,,,,,,,,,,,,,,,,,,,,,,,,,Cercano al retiro,43.0
